tag, ct, beta, theta, p, sigma, rho, epsilonA, epsilonI, lambda0, gammaA, gammaI, gammaD, cD, dD, dI, delta, S0, R0, Q0, E0, A0, I0, D0, day
CASES, Zambia, 5.0943526074374294e-06, 0.1566361581003095, 0.007895175310509962, 0.14285714285714285, 0.12, 0.010320566422377941, 0.10026493462138594, 0.014084507042253521, 0.10001989175513976, 0.1, 0.1062949843020129, 1.4, 0.0007086332286800859, 0.0009920865201521203, 0.00019957559976258032, 294374.5012259965, 0, 634.1999999999999, 6.0, 2.4, 3.6, 2, 71
CASES, Jamaica, 5.890097434265282e-06, 0.10229348622492695, 0.08152963379516469, 0.14285714285714285, 0.12, 0.00917965083779596, 0.2341747045696679, 0.012987012987012988, 0.1499801283481055, 0.1, 0.14600312565648185, 1.4, 0.0023464788051934583, 0.0032850703272708412, 6.589723301403394e-05, 697853.6444847407, 0, 341.4, 6.0, 2.4, 3.6, 2, 77
CASES, Nepal, 9.999999999998727e-06, 0.15999999999937953, 0.001000000000103406, 0.14285714285714285, 0.12, 4.2854608750531044e-15, 0.10000004494754675, 0.008928571428571428, 0.10000001073544561, 0.1, 0.14999904047810123, 1.4, 0.0006802677572703003, 0.0009523748601784203, 1.6508568012607583e-08, 114847.84839626634, 0, 531.6, 3.0, 1.2, 1.8, 1, 112
CASES, New_Zealand, 2.0371496786956406e-06, 0.13481275111074553, 0.32998037749885256, 0.14285714285714285, 0.12, 0.1965813946600607, 0.39922921221266305, 0.012195121951219513, 0.14992358281294219, 0.1, 0.12368866926877686, 1.4, 0.0024038433956829423, 0.003365380753956119, 0.0014556360203094032, 29429.81410758658, 0, 692.4, 3.0, 1.2, 1.8, 1, 82
CASES, Guinea_Bissau, 9.999848623729052e-06, 0.1599999992608901, 0.01487009261656268, 0.14285714285714285, 0.12, 0.10088885595581863, 0.10000002585150342, 0.015873015873015872, 0.10000000045998358, 0.1, 0.14998468453118546, 1.4, 0.0008965779604767705, 0.0012552091446674785, 0.0006620682840173253, 118372.81734556053, 0, 706.8, 6.0, 2.4, 3.6, 2, 63
CASES, Mali, 1.6596918284150777e-14, 0.10000189722298145, 0.0044907146294982814, 0.14285714285714285, 0.12, 3.917982270462694e-06, 0.10000003885316726, 0.015625, 0.14999998472135123, 0.1, 0.10048660697180035, 1.4, 0.006724725131956046, 0.009414615184738464, 0.10250219456800597, 119832.31879953892, 0, 669.6, 6.0, 2.4, 3.6, 2, 64
CASES, Lebanon, 9.999250044990629e-06, 0.1430093310420449, 0.3299993924522606, 0.14285714285714285, 0.12, 0.1999999464810646, 0.3969397940542513, 0.010752688172043012, 0.10977009429427421, 0.1, 0.13412810112125587, 1.4, 0.003072537999253438, 0.004301553198954813, 0.00020905057542164318, 104440.72869807601, 0, 696.6, 3.0, 1.2, 1.8, 1, 93
CASES, Haiti, 9.999963487437898e-06, 0.15999997454452072, 0.0010115401314437413, 0.14285714285714285, 0.12, 0.00459333590580524, 0.10000561170996902, 0.014285714285714285, 0.10000032265449575, 0.1, 0.10118872159642955, 1.4, 0.0026752850188791638, 0.003745399026430829, 0.001264934658491923, 146290.15800364394, 0, 792.0, 6.0, 2.4, 3.6, 2, 70
CASES, Venezuela, 1.8996791834384458e-06, 0.1599718886738017, 0.001000000000068633, 0.14285714285714285, 0.12, 0.029799273408093675, 0.3998452039703453, 0.013333333333333334, 0.1000000629717307, 0.1, 0.10018435999187206, 1.4, 0.0008930534521155531, 0.0012502748329617742, 1.0882286253233175e-06, 712809.2844091858, 0, 747.0, 30.0, 12.0, 18.0, 10, 75
CASES, Mato_Grosso_do_Sul, 9.999985665651741e-06, 0.15999215289495655, 0.0013873595017014574, 0.14285714285714285, 0.12, 0.08827407743483105, 0.10000403826227428, 0.0136986301369863, 0.10000550746424834, 0.1, 0.10707498302895643, 1.4, 0.0016501281631174792, 0.002310179428364471, 0.0006222184276932774, 126176.42776577992, 0, 711.6, 6.0, 2.4, 3.6, 2, 73
CASES, Slovenia, 1.4975600926003808e-13, 0.10047564660487436, 0.3299999187005994, 0.14285714285714285, 0.12, 1.4261954705130365e-05, 0.39999996288973183, 0.011904761904761904, 0.14999993349938112, 0.1, 0.1499977575874909, 1.4, 0.011766686262361822, 0.016473360767306548, 0.0006638317588673615, 481055.2435480683, 0, 882.6, 3.0, 1.2, 1.8, 1, 84
CASES, Slovakia, 9.999988936654772e-06, 0.15999597259745466, 0.08212326336514648, 0.14285714285714285, 0.12, 0.015130897263694898, 0.10041264596137733, 0.012195121951219513, 0.10000194702702185, 0.1, 0.10002674450097526, 1.4, 0.0018834894727823182, 0.0026368852618952453, 0.0718217139515589, 8763.041787911128, 0, 909.0, 3.0, 1.2, 1.8, 1, 82
CASES, Maldives, 9.999983997100898e-06, 0.1599999999744274, 0.0029238473263970342, 0.14285714285714285, 0.12, 0.0021941127609991563, 0.10032731971101086, 0.0125, 0.10000000504375091, 0.1, 0.1000063414066644, 1.4, 0.00034437445387969836, 0.00048212423543157767, 0.006464406501205722, 100202.67681311772, 0, 874.1999999999999, 6.0, 2.4, 3.6, 2, 80
CASES, Sri_Lanka, 9.999999987755716e-06, 0.15999999901596632, 0.01275417103404821, 0.14285714285714285, 0.12, 1.1102230246251566e-17, 0.10000210931913231, 0.008849557522123894, 0.10000000000230022, 0.1, 0.1499999997194263, 1.4, 0.0010281014374189602, 0.0014393420123865442, 0.00024601750386310517, 149059.3661669312, 0, 881.4, 3.0, 1.2, 1.8, 1, 113
CASES, Kenya, 9.75481428277002e-06, 0.1538514636690745, 0.038157813950822, 0.14285714285714285, 0.12, 0.00898630096834624, 0.3999997923939935, 0.013157894736842105, 0.10000000028121042, 0.1, 0.12493791719646065, 1.4, 0.004852814580371, 0.0067939404125194, 0.00014774999974165315, 282409.0080445157, 0, 882.6, 3.0, 1.2, 1.8, 1, 76
CASES, Iceland, 9.999999807189149e-06, 0.15997556511326172, 0.0010285868413516717, 0.14285714285714285, 0.12, 0.1684462542393929, 0.12439769075159199, 0.011111111111111112, 0.10000000847051092, 0.1, 0.10005030922505237, 1.4, 0.0005573833383011274, 0.0007803366736215783, 0.1888796087619603, 24891.763763955856, 0, 1083.0, 3.0, 1.2, 1.8, 1, 90
CASES, Lithuania, 9.568048437307744e-06, 0.10001484069121025, 0.3299999480895714, 0.14285714285714285, 0.12, 0.1999991268918474, 0.39981016665192026, 0.012195121951219513, 0.12596716243091224, 0.1, 0.13182142270329764, 1.4, 0.005502981592927035, 0.007704174230097849, 0.0011598882887456363, 41996.40991568175, 0, 988.1999999999999, 3.0, 1.2, 1.8, 1, 82
CASES, Somalia, 9.99984034233164e-06, 0.1599794531860973, 0.009835812271851731, 0.14285714285714285, 0.12, 0.10196352197615405, 0.10000284745242258, 0.0136986301369863, 0.10000130870054577, 0.1, 0.10011147425709858, 1.4, 0.00403093075434231, 0.005643303056079234, 0.0013415702026928766, 94426.39409500285, 0, 1038.6, 3.0, 1.2, 1.8, 1, 73
