,tag,ct,beta,theta,p,sigma,rho,epsilonA,epsilonI,lambda0,gammaA,gammaI,gammaD,cD,dD,dI,delta,S0,R0,Q0,E0,A0,I0,D0,day
43,CASES,Maldives,9.999983997100898e-06,0.1599999999744274,0.0029238473263970342,0.14285714285714285,0.12,0.0021941127609991567,0.10032731971101086,0.0125,0.10000000504375092,0.1,0.1000063414066644,1.4,0.0003443744538796984,0.0004821242354315776,0.006464406501205722,100202.67681311774,0,874.1999999999998,6.0,2.4,3.6,2,80
34,CASES,Mali,2.8133561163141475e-07,0.10006208656871528,0.007908979574672929,0.14285714285714285,0.12,0.01710452017442705,0.3795486229709096,0.014285714285714284,0.10000567622481553,0.1,0.1370727353832005,1.4,0.008398800754037422,0.011758321055652393,0.04179830297624082,25838.957016004748,0,810.6,6.0,2.4,3.6,2,70
1,CASES,Malta,3.3029187799515333e-06,0.15793305992594314,0.16786079558392691,0.14285714285714285,0.12,0.17346284608168971,0.10000002280810773,0.011235955056179777,0.12936194919920674,0.1,0.14943152424999956,1.4,0.0022011190151391092,0.003081566621194753,0.033565901161933975,821.2752212261444,0,372.0,3.0,1.2,1.8,1,89
135,CASES,Maranhao,9.336094621960076e-06,0.14846218914832865,0.001001655400774626,0.14285714285714285,0.12,0.1797789927847369,0.11528937073507388,0.014492753623188406,0.1015200231364558,0.1,0.10005064458582894,1.4,0.0032756873522674693,0.004585962293174456,0.0011712369149031177,225226.08210671297,0,16787.399999999998,3.0,1.2,1.8,1,69
57,CASES,Mato_Grosso,6.076156941906945e-06,0.1596398946361036,0.001034799171255011,0.14285714285714285,0.12,0.12279304892691036,0.1028638391679838,0.013333333333333334,0.10000828371598956,0.1,0.10091203393113672,1.4,0.002676711775361717,0.003747396485506403,0.0003702837407858484,267034.6037209028,0,1625.4,3.0,1.2,1.8,1,75
38,CASES,Mato_Grosso_do_Sul,2.095736678367789e-06,0.1599981409664163,0.0013237304905639393,0.14285714285714285,0.12,0.02520708241586427,0.11232340122998656,0.012658227848101266,0.10032163414103208,0.1,0.10084163342664217,1.4,0.0012403644947926466,0.0017365102927097056,0.000463179055122831,551905.2118537012,0,987.6,6.0,2.4,3.6,2,79
28,CASES,Mauritania,5.6248530579134145e-06,0.1599999860056212,0.0010000000014080538,0.14285714285714285,0.12,1.1617143136355424e-09,0.10000098291942687,0.012345679012345678,0.10000245088797498,0.1,0.12233724757495967,1.4,0.00595361801385204,0.008335065219392855,4.224538089325769e-05,256717.41890425442,0,400.8,3.0,1.2,1.8,1,81
151,CASES,Mexico,4.958301091087387e-06,0.1599398144598272,0.001003966232710469,0.14285714285714285,0.12,0.10093720865861416,0.1000596371427647,0.011363636363636364,0.10000002613956706,0.1,0.10024865646793034,1.4,0.01230081047017932,0.017221134658251046,0.0012487475155555927,329808.37702377484,0,58395.6,6.0,2.4,3.6,2,88
100,CASES,Minas_Gerais,9.007270820715306e-06,0.14529094086773608,0.02430510126870524,0.14285714285714285,0.12,0.09998328930072993,0.10000009750936928,0.011494252873563218,0.1000000017415306,0.1,0.10019246430326537,1.4,0.002718837763722413,0.0038063728692113775,2.811195720653359e-12,380374.0340678791,0,6563.4,3.0,1.2,1.8,1,87
93,CASES,Moldova,2.823394302933596e-07,0.10000341319963582,0.049115381360109504,0.14285714285714285,0.12,0.07518376255301003,0.10000008036706784,0.011627906976744186,0.10000000016264476,0.1,0.1499480360131825,1.4,0.00558597828613603,0.00782036960059044,0.0003619823743070128,1084316.0784542896,0,5128.8,3.0,1.2,1.8,1,86
88,CASES,Morocco,9.998907257169077e-06,0.15999834532305193,0.056640338965241524,0.14285714285714285,0.12,0.036258151604428634,0.1000070953669032,0.011627906976744186,0.14314832412740114,0.1,0.10233165180111754,1.4,0.0027520000353825342,0.0038528000495355475,0.0055271183082808975,112661.32121717914,0,4719.5999999999985,3.0,1.2,1.8,1,86
50,CASES,Nepal,9.999999999998727e-06,0.15999999999937953,0.001000000000103406,0.14285714285714285,0.12,4.2854608750531044e-15,0.10000004494754676,0.008928571428571428,0.1000000107354456,0.1,0.14999904047810125,1.4,0.0006802677572703003,0.0009523748601784203,1.6508568012607583e-08,114847.84839626634,0,531.6,3.0,1.2,1.8,1,112
141,CASES,Netherlands,4.3997771963442745e-06,0.10000030575099207,0.01365988941816531,0.14285714285714285,0.12,0.003262826439474576,0.10000017920745713,0.010309278350515464,0.14999993474263418,0.1,0.10000023883419726,1.4,0.01466817662545858,0.02053544727564201,0.022087386189406918,675368.5587966964,0,27988.2,3.0,1.2,1.8,1,97
26,CASES,New_Zealand,9.66504567486702e-06,0.12058994065524795,0.2627752312749838,0.14285714285714285,0.12,0.1999993158245808,0.3013384185250671,0.011363636363636364,0.14999960024450235,0.1,0.10519817944730073,1.4,0.002044487586431639,0.0028622826210042947,0.0581695457575806,1433.3787788199502,0,692.4,3.0,1.2,1.8,1,88
25,CASES,Nicaragua,9.999999788931713e-06,0.15999369888541778,0.006240224707899025,0.14285714285714285,0.12,0.016684820060010843,0.10000254558120976,0.012987012987012988,0.1000302841780165,0.1,0.10000586018470202,1.4,0.004291296239268929,0.006007814734976503,0.004517830452428207,41125.40516542131,0,670.8,3.0,1.2,1.8,1,77
19,CASES,Niger,3.64663033010082e-10,0.1181550884112222,0.08338079846171775,0.14285714285714285,0.12,0.02528555255327613,0.1700167021726048,0.013333333333333334,0.10012788103290192,0.1,0.10000006615069272,1.4,0.007262574636642488,0.01016760449129948,0.2511503961662579,3205.653877353125,0,576.0,3.0,1.2,1.8,1,75
99,CASES,Nigeria,6.3929807580601236e-06,0.15994551462233975,0.02384128052746464,0.14285714285714285,0.12,0.0032864658533522943,0.10000250811506173,0.011627906976744186,0.10351452110847699,0.1,0.10101587860606752,1.4,0.0030194179802289587,0.00422718517232054,0.00030420888279752983,439390.22115581745,0,6491.4,3.0,1.2,1.8,1,86
51,CASES,North_Macedonia,9.999716549505336e-06,0.15815379747888872,0.32523134234247303,0.14285714285714285,0.12,0.1204289934468012,0.10007671074747873,0.011235955056179777,0.1481878595429108,0.1,0.10034253712494752,1.4,0.006288132326496711,0.008803385257095394,0.0037962736659279406,19568.04849064593,0,1434.6,3.0,1.2,1.8,1,89
92,CASES,Norway,9.999995494526268e-06,0.15995787313025886,0.11938473670895115,0.14285714285714285,0.12,0.01745336693555598,0.10000002786017817,0.010204081632653059,0.1000001109048249,0.1,0.10031149495159522,1.4,0.002896068254784757,0.004054495556698659,0.05939296158636265,40903.47529058959,0,5067.5999999999985,3.0,1.2,1.8,1,98
110,CASES,Oman,7.650945800762402e-06,0.1586315567030271,0.0010000001198452327,0.14285714285714285,0.12,0.09999956788595273,0.10030307155661418,0.010638297872340424,0.1000003736526589,0.1,0.10523584041407358,1.4,0.00048735593284382587,0.0006822983059813563,0.0007028534357185756,183596.2497965516,0,7679.4,6.0,2.4,3.6,2,94
146,CASES,Pakistan,1.1079689738936295e-06,0.155462497680471,0.005232439203753785,0.14285714285714285,0.12,0.0587362112780677,0.11363761370094465,0.010752688172043013,0.10149683366483853,0.1,0.14941194852363754,1.4,0.003201616872204382,0.004482263621086135,0.0011338235457902244,1237026.775818223,0,48277.8,6.0,2.4,3.6,2,93
16,CASES,Palestine,9.999917329555985e-06,0.1599999882368382,0.32999982241945514,0.14285714285714285,0.12,0.1999999973799733,0.3999623706705887,0.011494252873563218,0.10000301376218312,0.1,0.10002559968219436,1.4,0.0008002047974575547,0.0011202867164405766,0.0007166489155004951,19789.96996827863,0,378.0,21.0,8.4,12.6,7,87
112,CASES,Panama,3.779195927866575e-12,0.10012833239631366,0.00704681731625136,0.14285714285714285,0.12,0.11003959419449497,0.19750364518833294,0.011627906976744186,0.10000002706684047,0.1,0.10400268510007622,1.4,0.0019391987248550747,0.0027148782147971037,0.017512548826172314,124922.27399438301,0,8457.0,3.0,1.2,1.8,1,86
139,CASES,Para,9.8467539743482e-06,0.1599998942249189,0.0010000648640943492,0.14285714285714285,0.12,0.06883615037830289,0.10001140152712308,0.013157894736842105,0.10596825987581454,0.1,0.10000004316290427,1.4,0.00796499937682367,0.011150999127553136,0.0005885452116997093,206694.45950497253,0,24724.2,3.0,1.2,1.8,1,76
15,CASES,Paraguay,9.999999999736587e-06,0.15999999999994574,0.02925322875667521,0.14285714285714285,0.12,0.1178777755272479,0.30732779794624976,0.011904761904761904,0.1499999943389037,0.1,0.14966275706748006,1.4,0.0016430043191040724,0.002300206046745701,5.007643579524324e-06,367795.1405055549,0,607.8,3.0,1.2,1.8,1,84
113,CASES,Paraiba,9.9786646814136e-06,0.14619820531546102,0.008480210428451667,0.14285714285714285,0.12,0.05472978415299787,0.10012796873268112,0.013157894736842105,0.10100787686684548,0.1,0.11193848040437644,1.4,0.0029298814967720077,0.004101834095480811,0.00018131297192452991,236836.7063797984,0,8915.4,3.0,1.2,1.8,1,76
76,CASES,Parana,9.99968654725766e-06,0.1445195856664629,0.0010000000007090676,0.14285714285714285,0.12,0.19999027218223436,0.10030609103218376,0.012048192771084338,0.10000629119118247,0.1,0.10007525129109658,1.4,0.004011880541282879,0.005616632757796032,0.0018861663525519547,134238.3194654508,0,3097.8,18.0,7.199999999999998,10.8,6,83
132,CASES,Pernambuco,9.824701105291549e-06,0.15870104147236255,0.008976027384839555,0.14285714285714285,0.12,0.07774738857367737,0.10301828599638893,0.012048192771084338,0.11375841827576692,0.1,0.10079229267185197,1.4,0.009075174041643643,0.012705243658301104,0.0008799511527795012,214963.00586393577,0,21304.8,6.0,2.4,3.6,2,83
157,CASES,Peru,7.20563918232065e-07,0.1599999999920906,0.1655264488378037,0.14285714285714285,0.12,1.3774481555373086e-09,0.10000000672753304,0.011363636363636364,0.100000009378774,0.1,0.14999999993248636,1.4,0.004202412258922897,0.005883377162492057,2.686278879809878e-05,24564664.69958584,0,102023.4,3.0,1.2,1.8,1,88
120,CASES,Philippines,5.21414164468887e-06,0.15999971364394033,0.04794205134805616,0.14285714285714285,0.12,0.010727293465429609,0.10000000044442617,0.008196721311475409,0.10000292122778738,0.1,0.1499999798821643,1.4,0.00803615886895739,0.011250622416540346,5.551115123125783e-17,996486.6426585355,0,11398.2,3.0,1.2,1.8,1,122
78,CASES,Piaui,4.4724651692394165e-06,0.15999999649163915,0.03801581268341941,0.14285714285714285,0.12,3.402095272164729e-11,0.10000000014354808,0.013333333333333334,0.13711173139597746,0.1,0.14999992556992525,1.4,0.005069468006493906,0.007097255209091468,5.756506382681438e-14,945753.8532829456,0,3303.6,9.0,3.6,5.4,3,75
123,CASES,Poland,5.984541025563524e-06,0.10030218203026244,0.06191971703257016,0.14285714285714285,0.12,0.10202542878721793,0.14398542315691146,0.011111111111111113,0.10000374777692517,0.1,0.100140082237675,1.4,0.004692656301915682,0.006569718822681953,0.001706008563850947,351570.1599365595,0,14637.0,3.0,1.2,1.8,1,90
131,CASES,Portugal,9.99977098704241e-06,0.15999832924386453,0.040146059028683206,0.14285714285714285,0.12,0.00805809761399232,0.1000008049703319,0.010752688172043013,0.1171506810443427,0.1,0.10012109900533003,1.4,0.004570199248916175,0.006398278948482643,0.011258493314086848,341776.3011258909,0,19737.0,6.0,2.4,3.6,2,93
69,CASES,Puerto_Rico,5.48002846529749e-06,0.10000000013584476,0.002089224159389404,0.14285714285714285,0.12,0.1999999999993244,0.3999999988458208,0.014705882352941175,0.10000000086257534,0.1,0.10003895131884737,1.4,0.0036358639141429905,0.005090209479800187,0.001400433596496109,303814.52861746657,0,2361.0,192.0,76.8,115.2,64,68
148,CASES,Qatar,9.132595673835902e-06,0.15999769325334065,0.0010000524571303702,0.14285714285714285,0.12,0.18476291601674485,0.1457277627199656,0.01098901098901099,0.10000003205433154,0.1,0.10007970531095982,1.4,7.146650937244706e-05,0.00010005311312142588,0.0009714583662179811,199261.40942520613,0,36155.4,3.0,1.2,1.8,1,91
90,CASES,Rio_Grande_do_Norte,9.996758086312424e-06,0.15993239117517444,0.0010000000575410902,0.14285714285714285,0.12,0.09623668760569336,0.10011157249969088,0.012195121951219513,0.1000105206743593,0.1,0.10017410755446214,1.4,0.00432835411506229,0.006059695761087207,0.001239049088275046,146788.2882965087,0,4939.8,3.0,1.2,1.8,1,82
96,CASES,Rio_Grande_do_Sul,9.999657476762892e-06,0.15989217482767876,0.0010000002313431016,0.14285714285714285,0.12,0.03261554554703488,0.10001025329447108,0.011764705882352941,0.10000007648303952,0.1,0.14045790088461144,1.4,0.0035571827286261944,0.004980055820076672,0.0024681387156682,130723.63211386325,0,5951.4,3.0,1.2,1.8,1,85
144,CASES,Rio_de_Janeiro,5.411839127015063e-06,0.15999391689195006,0.0010003494713775208,0.14285714285714285,0.12,0.13338701962031232,0.10001117672849616,0.011111111111111113,0.10000076813840388,0.1,0.10001714644952407,1.4,0.01114088262962806,0.015597235681479284,0.0008067424081326102,306590.2320012852,0,34039.2,3.0,1.2,1.8,1,90
121,CASES,Romania,9.999992560552e-06,0.1599990969380689,0.0434373406413367,0.14285714285714285,0.12,0.09999442872247312,0.12534872245295786,0.010416666666666666,0.10795089949266133,0.1,0.10342284382844408,1.4,0.007252868585183681,0.010154016019257152,0.0012915529929078404,247107.10059711622,0,11710.2,3.0,1.2,1.8,1,96
111,CASES,Rondonia,9.999948554728416e-06,0.15999999720299193,0.003481599640288185,0.14285714285714285,0.12,0.04316728137545955,0.10000000023981173,0.013333333333333334,0.1000000284353115,0.1,0.10002022597553012,1.4,0.0032428800881793,0.0045400321234510205,0.0015711178513475588,140874.27377077812,0,3286.2,3.0,1.2,1.8,1,75
68,CASES,Roraima,9.999739587958507e-06,0.15999999987809332,0.025418617052740292,0.14285714285714285,0.12,1.319662698828772e-05,0.10598784889630666,0.014705882352941175,0.10942313226352816,0.1,0.14999796626702894,1.4,0.005355195155490708,0.0074972732176869904,0.001582693510086719,212391.8557155833,0,1775.4,6.0,2.4,3.6,2,68
164,CASES,Russia,1.9566697872157204e-07,0.1599994853939127,0.0010000232411999832,0.14285714285714285,0.12,0.0007727278261665971,0.10000220378146422,0.008064516129032258,0.1000104028371812,0.1,0.1000063065405486,1.4,0.0012030736893957148,0.0016843031651540006,0.00015222557457755803,8276240.826152405,0,254244.6,6.0,2.4,3.6,2,124
13,CASES,San_Marino,1.816652794881214e-06,0.10279767567521854,0.04421746314359992,0.14285714285714285,0.12,0.04843269195311765,0.3999616478528616,0.010416666666666666,0.10805017468632254,0.1,0.1175750673952576,1.4,0.007656050900156308,0.010718471260218831,0.04995988365899662,1788.1359336611301,0,412.2,3.0,1.2,1.8,1,96
95,CASES,Santa_Catarina,8.740785275267183e-06,0.13843265006339714,0.03260893544567284,0.14285714285714285,0.12,0.10022329675807493,0.10000082633425668,0.012195121951219513,0.1000000000050214,0.1,0.10000620733586657,1.4,0.001556025934157722,0.002178436307820811,1.2711343089222282e-10,430765.94932911283,0,5796.0,6.0,2.4,3.6,2,82
152,CASES,Sao_Paulo,3.463824710683844e-07,0.11283146227151605,0.017310952279139633,0.14285714285714285,0.12,0.0386221644971269,0.3452492631037173,0.010752688172043013,0.1259512793316178,0.1,0.14879252698305145,1.4,0.011684444375785552,0.016358222126099768,6.27205885648241e-05,9907844.018055828,0,57519.0,3.0,1.2,1.8,1,93
4,CASES,Sao_Tome_and_Principe,9.999638447347467e-06,0.15994311838928552,0.0213590795877665,0.14285714285714285,0.12,0.023820107746105542,0.10000112590588038,0.017857142857142856,0.1000000341761178,0.1,0.14998877572902009,1.4,0.003813273959212375,0.005338583542897325,0.01246772000560187,14962.529435145214,0,290.4,12.0,4.8,7.2,4,56
149,CASES,Saudi_Arabia,7.626034680690397e-07,0.15990192092238176,0.007843946729452822,0.14285714285714285,0.12,0.0013176870101876627,0.17028272192318544,0.011111111111111113,0.14845318286874382,0.1,0.1496914843253272,1.4,0.0009289935214510707,0.0013005909300314992,0.0018543837876826565,2510784.452562221,0,53406.6,3.0,1.2,1.8,1,90
66,CASES,Senegal,2.9980039939120896e-06,0.1599980920648953,0.020560604102943632,0.14285714285714285,0.12,4.561829802796071e-11,0.10000001963569853,0.011627906976744186,0.14999988557126964,0.1,0.14994376042150798,1.4,0.0016998633530516329,0.0023798086942722857,0.0005721586625985209,619941.4691475916,0,2301.6,3.0,1.2,1.8,1,86
104,CASES,Serbia,9.999999292958632e-06,0.15999827705172587,0.009611693251096242,0.14285714285714285,0.12,3.1507555305332345e-05,0.10000489043394696,0.011627906976744186,0.10000007167503418,0.1,0.14999408393999758,1.4,0.0032784860884378093,0.0045898805238129324,0.04438571582360007,193441.81634121173,0,6872.4,3.0,1.2,1.8,1,86
87,CASES,Sergipe,9.99993594395587e-06,0.1599999853014115,0.0014820685831262409,0.14285714285714285,0.12,1.6401324742787438e-12,0.1000010545149144,0.0125,0.10000000021496216,0.1,0.14998583973413815,1.4,0.003494184536675032,0.004891858351345044,0.0015646466237268508,195135.64668169463,0,4533.0,3.0,1.2,1.8,1,80
6,CASES,Sierra_Leone,9.992706416946933e-06,0.15991070445740374,0.00989100163195438,0.14285714285714285,0.12,0.0260144237273066,0.10019209298422793,0.015625,0.10000455110664597,0.1,0.10000000493912847,1.4,0.0054117649731763645,0.00757647096244691,0.009605330429758474,36798.18297375793,0,537.6,3.0,1.2,1.8,1,64
136,CASES,Singapore,7.982269254587618e-06,0.15999834665640536,0.0010000000027719654,0.14285714285714285,0.12,0.011570569008633205,0.3995023575760665,0.007575757575757577,0.10000000328872194,0.1,0.13703965244736707,1.4,9.183937391759212e-05,0.00012857512348462898,1.076916333886402e-14,233467.6935081235,0,21501.6,9.0,3.6,5.4,3,132
37,CASES,Slovakia,9.997152755630774e-06,0.15999408153414468,0.07229411688596918,0.14285714285714285,0.12,0.03721882774286485,0.37301666214581,0.011363636363636364,0.10000133117951963,0.1,0.13812121907896358,1.4,0.0025886172250408172,0.003624064115057143,0.06590512716456409,4193.339117060046,0,913.2,3.0,1.2,1.8,1,88
36,CASES,Slovenia,9.7612319171045e-06,0.1599999317794097,0.3299999999179013,0.14285714285714285,0.12,2.936980103562803e-09,0.17452601776111204,0.011111111111111113,0.10000006026616602,0.1,0.10001970766870144,1.4,0.007902069076971292,0.011062896707759808,0.06812200410423414,19722.13623538641,0,885.0,3.0,1.2,1.8,1,90
47,CASES,Somalia,9.99974132261317e-06,0.1599999072435841,0.0261866483641574,0.14285714285714285,0.12,1.5407747355755674e-08,0.10000070616996792,0.012658227848101266,0.14311141945027508,0.1,0.14995103781470034,1.4,0.005893598003662353,0.008251037205127295,0.0018817328010311,180421.74320096648,0,1253.4,3.0,1.2,1.8,1,79
134,CASES,South_Africa,5.141284751674985e-06,0.15990498068278725,0.0031879274561693828,0.14285714285714285,0.12,0.19511249120548807,0.1173013714630048,0.011363636363636364,0.1000305659953066,0.1,0.12160170846813342,1.4,0.002618857571767143,0.003666400600474,0.0005702836222363782,361624.83246669924,0,21487.2,3.0,1.2,1.8,1,88
106,CASES,South_Korea,9.998781336189994e-06,0.15979317502431406,0.03540552857149548,0.14285714285714285,0.12,0.026882939539392185,0.10003914097639628,0.007352941176470587,0.10014256264142762,0.1,0.14676700247902752,1.4,0.0035404605175200594,0.004956644724528083,0.03932748612048459,44241.02894126863,0,6954.0,3.0,1.2,1.8,1,136
20,CASES,South_Sudan,9.999956224990327e-06,0.15999979308370404,0.0027557814202325373,0.14285714285714285,0.12,0.0661412931767636,0.10019517153351412,0.01694915254237288,0.10000118601715056,0.1,0.10012535589106007,1.4,0.0010175341045839438,0.0014245477464175213,0.001184825646228016,138308.7890466542,0,596.4,3.0,1.2,1.8,1,59
161,CASES,Spain,4.441830958673626e-06,0.15999993832925352,0.011740341281805441,0.14285714285714285,0.12,0.02125591552854429,0.3999630111124505,0.008130081300813009,0.10000009369280467,0.1,0.10901479063019362,1.4,0.014367868835652331,0.020115016369913263,3.331980924503596e-08,634430.1510256247,0,143959.19999999998,3.0,1.2,1.8,1,123
40,CASES,Sri_Lanka,6.949702606124167e-06,0.15999959475674835,0.011041985372608169,0.14285714285714285,0.12,0.009637708813223069,0.1000000004862161,0.008403361344537815,0.10000014185544699,0.1,0.14994943270279038,1.4,0.0009865094256762523,0.0013811131959467536,8.861888111960647e-05,201583.1132222813,0,1009.8,3.0,1.2,1.8,1,119
77,CASES,Sudan,9.999977881090524e-06,0.15999820468708478,0.021679342259542888,0.14285714285714285,0.12,3.647433234998943e-07,0.10000002681396727,0.012195121951219513,0.10001271682827986,0.1,0.14994211557659487,1.4,0.009200925341198206,0.012881295477677487,2.1533392762007608e-05,331268.9718153458,0,3186.0,3.0,1.2,1.8,1,82
137,CASES,Sweden,9.999993347415364e-06,0.159998540333967,0.015612115103204854,0.14285714285714285,0.12,0.0763447664787928,0.10001625534195499,0.008064516129032258,0.10000000000076456,0.1,0.10001229079168847,1.4,0.013096184615259344,0.01833465846136308,0.00011851349877267658,256901.6684474021,0,23153.4,3.0,1.2,1.8,1,124
129,CASES,Switzerland,9.99998321401584e-06,0.15999999982633048,0.0069117699525622035,0.14285714285714285,0.12,0.002880386640912791,0.10000000003567762,0.010101010101010102,0.1000000000321476,0.1,0.1499997565414124,1.4,0.008525814203967013,0.011936139885553818,0.024618846780023684,370156.6376274352,0,18474.6,3.0,1.2,1.8,1,99
3,CASES,Taiwan,9.999536708787448e-06,0.1599694065260871,0.048351001341225296,0.14285714285714285,0.12,0.003983899623999954,0.10000209271303988,0.0075187969924812035,0.10000004107667518,0.1,0.10006789043556512,1.4,0.0016065945712132018,0.0022492323996984825,0.008751845105634816,10230.505524906166,0,265.8,3.0,1.2,1.8,1,133
71,CASES,Tajikistan,1.4915719844415933e-06,0.10000000039858008,0.329997445679807,0.14285714285714285,0.12,0.00014049044563034798,0.3999970620386796,0.029411764705882356,0.14999985173711902,0.1,0.14838914820171162,1.4,0.001758519910610299,0.0024619278748544185,0.0018167025467358267,1167605.1976476985,0,2407.8,45.0,18.0,27.0,15,34
61,CASES,Thailand,1e-05,0.15999999586674984,0.023595204414587657,0.14285714285714285,0.12,1.7537749030793748e-12,0.1000000070661638,0.007352941176470587,0.14386388413110868,0.1,0.14999078300349356,1.4,0.0028758563352735953,0.0040261988693830325,0.0005099390160080985,239437.02570574032,0,1849.8,3.0,1.2,1.8,1,136
73,CASES,Tocantins,6.956524114205687e-06,0.14230154684246182,0.02285897503378052,0.14285714285714285,0.12,2.6354345206147656e-08,0.10000002002788792,0.013157894736842105,0.10000402065281512,0.1,0.1499737322060221,1.4,0.002690264496883684,0.003766370295637157,2.7755575615628914e-16,513914.632618816,0,2689.8,3.0,1.2,1.8,1,76
45,CASES,Togo,9.999999387265469e-06,0.10006691604867232,0.002685538025401501,0.14285714285714285,0.12,0.19925269255354572,0.1804029433848652,0.012195121951219513,0.10000180535600464,0.1,0.1000090778437704,1.4,0.003009532435113461,0.004213345409158846,4.410485799460906e-05,201019.70958349816,0,267.0,3.0,1.2,1.8,1,82
22,CASES,Tunisia,9.999971800560173e-06,0.15998574642969174,0.32999983256450605,0.14285714285714285,0.12,0.1999997635100867,0.39999990470349,0.011494252873563218,0.14999993902668113,0.1,0.1486515078992919,1.4,0.0068740581687533825,0.009623681436254736,0.004717058282233233,7411.537705520595,0,651.6,3.0,1.2,1.8,1,87
156,CASES,Turkey,9.9999504875091e-06,0.1599900176915418,0.033459858101956334,0.14285714285714285,0.12,0.10034675230586376,0.1000045671460834,0.012195121951219513,0.10001053443171816,0.1,0.10216352233267137,1.4,0.002909981672953334,0.004073974342134667,0.00980712260310723,343829.94793314754,0,99333.0,3.0,1.2,1.8,1,82
27,CASES,Uganda,9.570445929937658e-06,0.11682431299694687,0.0010001722400153905,0.14285714285714285,0.12,0.1321206347135183,0.3293180334142808,0.013513513513513514,0.1048302814244633,0.1,0.10002370156311942,1.4,0.0,0.0,1.1039178311966769e-05,235067.49510023426,0,293.4,3.0,1.2,1.8,1,74
124,CASES,Ukraine,9.999999740969724e-06,0.15999997152630885,0.05816126046043388,0.14285714285714285,0.12,0.03142884310433278,0.10001324482580608,0.012195121951219513,0.10000600133317937,0.1,0.100009264119124,1.4,0.0030515945336913037,0.004272232347167826,0.0018521126854614265,325004.89916988893,0,14893.8,3.0,1.2,1.8,1,82
133,CASES,United_Arab_Emirates,2.9367773947900407e-06,0.15999999968513645,0.0010008263108968066,0.14285714285714285,0.12,0.010158184724897223,0.10000095825758253,0.008130081300813009,0.1000000000096406,0.1,0.10359977105133784,1.4,0.0007846036885275451,0.001098445163938563,0.0009267516312475024,421758.15477257594,0,21472.8,3.0,1.2,1.8,1,123
163,CASES,United_Kingdom,2.380133756507695e-06,0.15994352257206607,0.016877158507431926,0.14285714285714285,0.12,0.05902536313369551,0.10038974612487578,0.008,0.10000000791437927,0.1,0.1000044869658477,1.4,0.016499633919596586,0.023099487487435216,6.293382169897388e-06,1495832.610119295,0,166791.0,6.0,2.4,3.6,2,125
18,CASES,United_Republic_of_Tanzania,1.1062134619828358e-07,0.13235051518702792,0.25152913469135296,0.14285714285714285,0.12,0.08620877937339914,0.10818972891629014,0.012658227848101266,0.14598256727348755,0.1,0.14976875788174793,1.4,0.006444967039993251,0.009022953855990551,0.00046445894979491037,59963.588597527305,0,305.4,3.0,1.2,1.8,1,79
167,CASES,United_States_of_America,1.6867039356158966e-07,0.15961123042416914,0.08443752928114606,0.14285714285714285,0.12,0.004253260732711062,0.10821725772043453,0.007407407407407408,0.1037420034930756,0.1,0.10296412730809727,1.4,0.006335524212292875,0.008869733897210023,3.0409393314667625e-05,25040697.61224645,0,1099092.6,3.0,1.2,1.8,1,135
8,CASES,Uruguay,9.999999986581728e-06,0.15999999638271076,0.3299999999941783,0.14285714285714285,0.12,0.19999998165934493,0.3999604984014181,0.012345679012345678,0.10000002689643048,0.1,0.10000008956481617,1.4,0.0028642615940109237,0.004009966231615293,0.00036517118424617134,59591.720604427624,0,495.6,18.0,7.199999999999998,10.8,6,81
65,CASES,Uzbekistan,9.999909309095833e-06,0.1599999997626838,0.08695803892227479,0.14285714285714285,0.12,0.16152506224935825,0.2538901851722395,0.0125,0.1496459435508442,0.1,0.14435140370918212,1.4,0.0005767903717735036,0.0008075065204829048,9.141182379440728e-05,498608.2844624142,0,2261.4,18.0,7.199999999999998,10.8,6,80
42,CASES,Venezuela,5.585198159183087e-06,0.14975881415161807,0.0010000000308601346,0.14285714285714285,0.12,0.014562219306612778,0.38407876446971945,0.012345679012345678,0.10170114984603038,0.1,0.1002182063919402,1.4,0.0010016256052498187,0.001402275847349746,2.9106366727371653e-06,259677.47215809138,0,1091.4,30.0,12.0,18.0,10,81
23,CASES,Zambia,5.0943526074374294e-06,0.1566361581003095,0.007895175310509962,0.14285714285714285,0.12,0.010320566422377941,0.10026493462138594,0.014084507042253518,0.10001989175513976,0.1,0.1062949843020129,1.4,0.0007086332286800858,0.0009920865201521203,0.00019957559976258032,294374.5012259965,0,634.1999999999998,6.0,2.4,3.6,2,71
