tag,ct,beta,theta,p,sigma,rho,epsilonA,epsilonI,lambda0,gammaA,gammaI,gammaD,cD,dD,dI,delta,S0,R0,Q0,E0,A0,I0,D0,day
CASES,Acre,9.999583464705584e-06,0.15999999975048518,0.00282018493323747,0.14285714285714285,0.12,0.005212037901363809,0.10004562318954817,0.013157894736842105,0.10000003938077462,0.1,0.10000208619065512,1.4,0.002619102257374301,0.003666743160324021,0.0012919238201777876,174658.9168579821,0,3879.0,9.0,3.6,5.4,3,76
CASES,Alagoas,6.665877886226414e-07,0.15999999786923166,0.002305485189690746,0.14285714285714285,0.12,0.013170114991821979,0.1000012693844926,0.011494252873563218,0.10000609372718368,0.1,0.1005875739502136,1.4,0.004376926121152204,0.006127696569613084,0.00027957580300774776,2032067.267821264,0,6935.4,3.0,1.2,1.8,1,87
CASES,Albania,9.999999978528427e-06,0.15999994926523506,0.3085274995311293,0.14285714285714285,0.12,0.19999999778018865,0.39999416977003655,0.011494252873563218,0.14998945286961146,0.1,0.10052875416151616,1.4,0.0029331997235455647,0.0041064796129637905,0.00026279922382949067,106975.03068316387,0,698.4,6.0,2.4,3.6,2,87
CASES,Algeria,5.283040299718208e-06,0.10018959265232527,0.00818183172666553,0.14285714285714285,0.12,0.1999999930452532,0.3953405299183997,0.010638297872340424,0.10038487916509736,0.1,0.14989034704556542,1.4,0.011159377327758915,0.015623128258862484,0.0010590132440132516,335899.80629018036,0,5775.5999999999985,3.0,1.2,1.8,1,94
CASES,Amapa,9.998534474437483e-06,0.15999276226362535,0.0010000042630082463,0.14285714285714285,0.12,0.07020404697315674,0.10472151879909404,0.013333333333333334,0.10000009722583683,0.1,0.10008419268481468,1.4,0.0023087360002239715,0.00323223040031356,0.002609340768648105,143283.4168820428,0,6306.5999999999985,3.0,1.2,1.8,1,75
CASES,Amazonas,9.999073472287116e-06,0.1306204255279109,0.05998057765075779,0.14285714285714285,0.12,0.04372798984978746,0.2050086689624601,0.0125,0.10032591486213213,0.1,0.13346775166585614,1.4,0.006827177718872548,0.009558048806421566,0.003660791025159927,271509.37727098126,0,25917.0,3.0,1.2,1.8,1,80
CASES,Andorra,9.999999390906216e-06,0.15987059916306778,0.2254978845403912,0.14285714285714285,0.12,0.09688391794424092,0.39999827224297735,0.012195121951219513,0.11173877124261247,0.1,0.14999999836424588,1.4,0.009646910361382774,0.013505674505935884,0.1601842768235608,1013.1333104559449,0,506.4,3.0,1.2,1.8,1,82
CASES,Argentina,4.55778868351402e-06,0.12728000922077595,0.0010000000038212944,0.14285714285714285,0.12,0.19999875283966428,0.10005377461442087,0.011235955056179777,0.10000078962186897,0.1,0.10000586692110323,1.4,0.003208171521571164,0.004491440130199629,0.001802280545760316,334660.59399821854,0,10983.6,3.0,1.2,1.8,1,89
CASES,Armenia,9.083722387404351e-06,0.10000000000007753,0.0010000000555854516,0.14285714285714285,0.12,0.1999999654767721,0.10000000045402098,0.011627906976744186,0.10000000004462216,0.1,0.10000006889685843,1.4,0.001603899186448445,0.002245458861027823,0.001779618838711916,188966.3766361364,0,6005.4,3.0,1.2,1.8,1,86
CASES,Australia,9.99999996057187e-06,0.15999999907490686,0.0016983452409673925,0.14285714285714285,0.12,1.1925793685918508e-12,0.10000000042741412,0.0076335877862595426,0.1000000010948972,0.1,0.1499991799575184,1.4,0.002149166505923146,0.003008833108292404,0.011441390072129187,140186.19698214458,0,4332.5999999999985,3.0,1.2,1.8,1,131
CASES,Azerbaijan,9.999998843266844e-06,0.13019099545614676,0.0010000000000193589,0.14285714285714285,0.12,0.19966141568937432,0.10000000037254707,0.011235955056179777,0.10000000057766673,0.1,0.1000210343941592,1.4,0.0012110323059320097,0.001695445228304813,0.004268766492623477,115838.1049252704,0,3561.0,3.0,1.2,1.8,1,89
CASES,Bahia,9.99985227235026e-06,0.1599997133506799,0.0010001504560711726,0.14285714285714285,0.12,0.0566464883102904,0.10001768434523356,0.011235955056179777,0.10000003346693567,0.1,0.10019096096867773,1.4,0.003563378142115918,0.004988729398962285,0.0010648851220514952,146990.60298403163,0,12858.0,3.0,1.2,1.8,1,89
CASES,Bahrain,8.759199803535498e-06,0.15999999997310813,0.0010000000000014607,0.14285714285714285,0.12,0.0939337274309236,0.10000000040423117,0.01,0.1367004540703531,0.1,0.10000030098237404,1.4,0.00015457254463595077,0.00021640156249033102,0.0018417005531477515,149407.17754948273,0,7386.599999999998,3.0,1.2,1.8,1,100
CASES,Bangladesh,8.499849212784904e-06,0.15291463347261464,0.0025204063719684424,0.14285714285714285,0.12,0.1830909875021156,0.3083217530711184,0.012345679012345678,0.10000000099371946,0.1,0.1001638416488132,1.4,0.0013726643677324985,0.0019217301148254976,0.0008323183607406581,284718.13638154307,0,31467.0,9.0,3.6,5.4,3,81
CASES,Belarus,9.99997140861608e-06,0.15999999995119893,0.06202525129880398,0.14285714285714285,0.12,0.02126021149036309,0.10000000055151848,0.011235955056179777,0.10000000221547743,0.1,0.10000216681139107,1.4,0.0005521341119505595,0.0007729877567307832,2.017097600059969e-11,786886.1511280757,0,26553.0,3.0,1.2,1.8,1,89
CASES,Bolivia,9.999987469342217e-06,0.15322564680579512,0.0010000000083347075,0.14285714285714285,0.12,0.18134535382250616,0.10000000246979146,0.012048192771084338,0.10000000000245393,0.1,0.1000068977698272,1.4,0.0035424016543999077,0.004959362316159871,0.0004069472203342417,181413.02563504095,0,6594.5999999999985,6.0,2.4,3.6,2,83
CASES,Bosnia_and_Herzegovina,3.051752756055848e-13,0.10000745102113384,0.05091364844322098,0.14285714285714285,0.12,0.0951066245666692,0.10000000018584304,0.012048192771084338,0.10007112987059227,0.1,0.1000004719861644,1.4,0.006560165529790431,0.009184231741706605,0.04663344918567919,4850.669014132354,0,1520.4,6.0,2.4,3.6,2,83
