,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp
5569,05/01/2020,5,1,2020,0,0.0,Croatia,HR,HRV,4076246,Europe
5570,04/01/2020,4,1,2020,0,0.0,Croatia,HR,HRV,4076246,Europe
5571,03/01/2020,3,1,2020,0,0.0,Croatia,HR,HRV,4076246,Europe
5572,02/01/2020,2,1,2020,0,0.0,Croatia,HR,HRV,4076246,Europe
5573,01/01/2020,1,1,2020,0,0.0,Croatia,HR,HRV,4076246,Europe
5574,31/12/2019,31,12,2019,0,0.0,Croatia,HR,HRV,4076246,Europe
5575,20/06/2020,20,6,2020,10,0.0,Cuba,CU,CUB,11333484,America
5576,19/06/2020,19,6,2020,15,1.0,Cuba,CU,CUB,11333484,America
5577,18/06/2020,18,6,2020,7,0.0,Cuba,CU,CUB,11333484,America
5578,17/06/2020,17,6,2020,11,0.0,Cuba,CU,CUB,11333484,America
5579,16/06/2020,16,6,2020,14,0.0,Cuba,CU,CUB,11333484,America
5580,15/06/2020,15,6,2020,10,0.0,Cuba,CU,CUB,11333484,America
5581,14/06/2020,14,6,2020,5,0.0,Cuba,CU,CUB,11333484,America
5582,13/06/2020,13,6,2020,14,0.0,Cuba,CU,CUB,11333484,America
5583,12/06/2020,12,6,2020,8,1.0,Cuba,CU,CUB,11333484,America
5584,11/06/2020,11,6,2020,6,0.0,Cuba,CU,CUB,11333484,America
5585,10/06/2020,10,6,2020,5,0.0,Cuba,CU,CUB,11333484,America
5586,09/06/2020,9,6,2020,9,0.0,Cuba,CU,CUB,11333484,America
5587,08/06/2020,8,6,2020,18,0.0,Cuba,CU,CUB,11333484,America
5588,07/06/2020,7,6,2020,40,0.0,Cuba,CU,CUB,11333484,America
5589,06/06/2020,6,6,2020,14,0.0,Cuba,CU,CUB,11333484,America
5590,05/06/2020,5,6,2020,12,0.0,Cuba,CU,CUB,11333484,America
5591,04/06/2020,4,6,2020,15,0.0,Cuba,CU,CUB,11333484,America
5592,03/06/2020,3,6,2020,9,0.0,Cuba,CU,CUB,11333484,America
5593,02/06/2020,2,6,2020,38,0.0,Cuba,CU,CUB,11333484,America
5594,01/06/2020,1,6,2020,20,0.0,Cuba,CU,CUB,11333484,America
5595,31/05/2020,31,5,2020,20,1.0,Cuba,CU,CUB,11333484,America
5596,30/05/2020,30,5,2020,22,0.0,Cuba,CU,CUB,11333484,America
5597,29/05/2020,29,5,2020,9,0.0,Cuba,CU,CUB,11333484,America
5598,28/05/2020,28,5,2020,11,0.0,Cuba,CU,CUB,11333484,America
5599,27/05/2020,27,5,2020,16,0.0,Cuba,CU,CUB,11333484,America
5600,26/05/2020,26,5,2020,6,0.0,Cuba,CU,CUB,11333484,America
5601,25/05/2020,25,5,2020,10,1.0,Cuba,CU,CUB,11333484,America
5602,24/05/2020,24,5,2020,15,0.0,Cuba,CU,CUB,11333484,America
5603,23/05/2020,23,5,2020,8,1.0,Cuba,CU,CUB,11333484,America
5604,22/05/2020,22,5,2020,8,1.0,Cuba,CU,CUB,11333484,America
5605,21/05/2020,21,5,2020,13,0.0,Cuba,CU,CUB,11333484,America
5606,20/05/2020,20,5,2020,6,0.0,Cuba,CU,CUB,11333484,America
5607,19/05/2020,19,5,2020,9,0.0,Cuba,CU,CUB,11333484,America
5608,18/05/2020,18,5,2020,10,0.0,Cuba,CU,CUB,11333484,America
5609,17/05/2020,17,5,2020,22,0.0,Cuba,CU,CUB,11333484,America
5610,16/05/2020,16,5,2020,10,0.0,Cuba,CU,CUB,11333484,America
5611,15/05/2020,15,5,2020,20,0.0,Cuba,CU,CUB,11333484,America
5612,14/05/2020,14,5,2020,6,1.0,Cuba,CU,CUB,11333484,America
5613,13/05/2020,13,5,2020,21,1.0,Cuba,CU,CUB,11333484,America
5614,12/05/2020,12,5,2020,17,0.0,Cuba,CU,CUB,11333484,America
5615,11/05/2020,11,5,2020,12,3.0,Cuba,CU,CUB,11333484,America
5616,10/05/2020,10,5,2020,13,0.0,Cuba,CU,CUB,11333484,America
5617,09/05/2020,9,5,2020,12,1.0,Cuba,CU,CUB,11333484,America
5618,08/05/2020,8,5,2020,26,4.0,Cuba,CU,CUB,11333484,America
5619,07/05/2020,7,5,2020,18,0.0,Cuba,CU,CUB,11333484,America
5620,06/05/2020,6,5,2020,17,0.0,Cuba,CU,CUB,11333484,America
5621,05/05/2020,5,5,2020,19,2.0,Cuba,CU,CUB,11333484,America
5622,04/05/2020,4,5,2020,38,1.0,Cuba,CU,CUB,11333484,America
5623,03/05/2020,3,5,2020,74,2.0,Cuba,CU,CUB,11333484,America
5624,02/05/2020,2,5,2020,36,3.0,Cuba,CU,CUB,11333484,America
5625,01/05/2020,1,5,2020,34,3.0,Cuba,CU,CUB,11333484,America
5626,30/04/2020,30,4,2020,30,0.0,Cuba,CU,CUB,11333484,America
5627,29/04/2020,29,4,2020,48,2.0,Cuba,CU,CUB,11333484,America
5628,28/04/2020,28,4,2020,20,2.0,Cuba,CU,CUB,11333484,America
5629,27/04/2020,27,4,2020,32,3.0,Cuba,CU,CUB,11333484,America
5630,26/04/2020,26,4,2020,52,2.0,Cuba,CU,CUB,11333484,America
5631,25/04/2020,25,4,2020,50,6.0,Cuba,CU,CUB,11333484,America
5632,24/04/2020,24,4,2020,46,3.0,Cuba,CU,CUB,11333484,America
5633,23/04/2020,23,4,2020,52,2.0,Cuba,CU,CUB,11333484,America
5634,22/04/2020,22,4,2020,50,2.0,Cuba,CU,CUB,11333484,America
5635,21/04/2020,21,4,2020,52,2.0,Cuba,CU,CUB,11333484,America
5636,20/04/2020,20,4,2020,49,2.0,Cuba,CU,CUB,11333484,America
5637,19/04/2020,19,4,2020,63,1.0,Cuba,CU,CUB,11333484,America
5638,18/04/2020,18,4,2020,61,4.0,Cuba,CU,CUB,11333484,America
5639,17/04/2020,17,4,2020,48,3.0,Cuba,CU,CUB,11333484,America
5640,16/04/2020,16,4,2020,48,3.0,Cuba,CU,CUB,11333484,America
5641,15/04/2020,15,4,2020,40,0.0,Cuba,CU,CUB,11333484,America
5642,14/04/2020,14,4,2020,57,3.0,Cuba,CU,CUB,11333484,America
5643,13/04/2020,13,4,2020,49,2.0,Cuba,CU,CUB,11333484,America
5644,12/04/2020,12,4,2020,56,1.0,Cuba,CU,CUB,11333484,America
5645,11/04/2020,11,4,2020,49,0.0,Cuba,CU,CUB,11333484,America
5646,10/04/2020,10,4,2020,58,3.0,Cuba,CU,CUB,11333484,America
5647,09/04/2020,9,4,2020,61,1.0,Cuba,CU,CUB,11333484,America
5648,08/04/2020,8,4,2020,46,2.0,Cuba,CU,CUB,11333484,America
5649,07/04/2020,7,4,2020,30,1.0,Cuba,CU,CUB,11333484,America
5650,06/04/2020,6,4,2020,32,2.0,Cuba,CU,CUB,11333484,America
5651,05/04/2020,5,4,2020,19,0.0,Cuba,CU,CUB,11333484,America
5652,04/04/2020,4,4,2020,36,0.0,Cuba,CU,CUB,11333484,America
5653,03/04/2020,3,4,2020,21,0.0,Cuba,CU,CUB,11333484,America
5654,02/04/2020,2,4,2020,26,0.0,Cuba,CU,CUB,11333484,America
5655,01/04/2020,1,4,2020,16,2.0,Cuba,CU,CUB,11333484,America
5656,31/03/2020,31,3,2020,31,1.0,Cuba,CU,CUB,11333484,America
5657,30/03/2020,30,3,2020,20,0.0,Cuba,CU,CUB,11333484,America
5658,29/03/2020,29,3,2020,39,1.0,Cuba,CU,CUB,11333484,America
5659,28/03/2020,28,3,2020,13,0.0,Cuba,CU,CUB,11333484,America
5660,27/03/2020,27,3,2020,10,1.0,Cuba,CU,CUB,11333484,America
5661,26/03/2020,26,3,2020,9,0.0,Cuba,CU,CUB,11333484,America
5662,25/03/2020,25,3,2020,8,0.0,Cuba,CU,CUB,11333484,America
5663,24/03/2020,24,3,2020,5,0.0,Cuba,CU,CUB,11333484,America
5664,23/03/2020,23,3,2020,10,0.0,Cuba,CU,CUB,11333484,America
5665,22/03/2020,22,3,2020,4,0.0,Cuba,CU,CUB,11333484,America
5666,21/03/2020,21,3,2020,5,0.0,Cuba,CU,CUB,11333484,America
5667,20/03/2020,20,3,2020,5,0.0,Cuba,CU,CUB,11333484,America
5668,19/03/2020,19,3,2020,4,1.0,Cuba,CU,CUB,11333484,America
5669,18/03/2020,18,3,2020,3,0.0,Cuba,CU,CUB,11333484,America
5670,15/03/2020,15,3,2020,0,0.0,Cuba,CU,CUB,11333484,America
5671,14/03/2020,14,3,2020,1,0.0,Cuba,CU,CUB,11333484,America
5672,12/03/2020,12,3,2020,3,0.0,Cuba,CU,CUB,11333484,America
5673,20/06/2020,20,6,2020,0,0.0,Curaçao,CW,CUW,163423,America
5674,19/06/2020,19,6,2020,0,0.0,Curaçao,CW,CUW,163423,America
5675,18/06/2020,18,6,2020,1,0.0,Curaçao,CW,CUW,163423,America
5676,17/06/2020,17,6,2020,0,0.0,Curaçao,CW,CUW,163423,America
5677,16/06/2020,16,6,2020,0,0.0,Curaçao,CW,CUW,163423,America
5678,15/06/2020,15,6,2020,0,0.0,Curaçao,CW,CUW,163423,America
5679,14/06/2020,14,6,2020,0,0.0,Curaçao,CW,CUW,163423,America
5680,13/06/2020,13,6,2020,0,0.0,Curaçao,CW,CUW,163423,America
5681,12/06/2020,12,6,2020,1,0.0,Curaçao,CW,CUW,163423,America
5682,11/06/2020,11,6,2020,0,0.0,Curaçao,CW,CUW,163423,America
5683,10/06/2020,10,6,2020,0,0.0,Curaçao,CW,CUW,163423,America
5684,09/06/2020,9,6,2020,0,0.0,Curaçao,CW,CUW,163423,America
5685,08/06/2020,8,6,2020,0,0.0,Curaçao,CW,CUW,163423,America
5686,07/06/2020,7,6,2020,0,0.0,Curaçao,CW,CUW,163423,America
5687,06/06/2020,6,6,2020,0,0.0,Curaçao,CW,CUW,163423,America
5688,05/06/2020,5,6,2020,1,0.0,Curaçao,CW,CUW,163423,America
5689,04/06/2020,4,6,2020,0,0.0,Curaçao,CW,CUW,163423,America
5690,03/06/2020,3,6,2020,0,0.0,Curaçao,CW,CUW,163423,America
5691,02/06/2020,2,6,2020,1,0.0,Curaçao,CW,CUW,163423,America
5692,01/06/2020,1,6,2020,0,0.0,Curaçao,CW,CUW,163423,America
5693,31/05/2020,31,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5694,30/05/2020,30,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5695,29/05/2020,29,5,2020,1,0.0,Curaçao,CW,CUW,163423,America
5696,28/05/2020,28,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5697,27/05/2020,27,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5698,26/05/2020,26,5,2020,1,0.0,Curaçao,CW,CUW,163423,America
5699,25/05/2020,25,5,2020,1,0.0,Curaçao,CW,CUW,163423,America
5700,24/05/2020,24,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5701,23/05/2020,23,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5702,22/05/2020,22,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5703,21/05/2020,21,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5704,20/05/2020,20,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5705,19/05/2020,19,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5706,18/05/2020,18,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5707,17/05/2020,17,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5708,16/05/2020,16,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5709,15/05/2020,15,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5710,14/05/2020,14,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5711,13/05/2020,13,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5712,12/05/2020,12,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5713,11/05/2020,11,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5714,10/05/2020,10,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5715,09/05/2020,9,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5716,08/05/2020,8,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5717,07/05/2020,7,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5718,06/05/2020,6,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5719,05/05/2020,5,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5720,04/05/2020,4,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5721,03/05/2020,3,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5722,02/05/2020,2,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5723,01/05/2020,1,5,2020,0,0.0,Curaçao,CW,CUW,163423,America
5724,30/04/2020,30,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5725,29/04/2020,29,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5726,28/04/2020,28,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5727,27/04/2020,27,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5728,26/04/2020,26,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5729,25/04/2020,25,4,2020,2,0.0,Curaçao,CW,CUW,163423,America
5730,24/04/2020,24,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5731,23/04/2020,23,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5732,22/04/2020,22,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5733,21/04/2020,21,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5734,20/04/2020,20,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5735,19/04/2020,19,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5736,18/04/2020,18,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5737,17/04/2020,17,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5738,16/04/2020,16,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5739,15/04/2020,15,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5740,14/04/2020,14,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5741,13/04/2020,13,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5742,12/04/2020,12,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5743,11/04/2020,11,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5744,10/04/2020,10,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5745,09/04/2020,9,4,2020,1,0.0,Curaçao,CW,CUW,163423,America
5746,08/04/2020,8,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5747,07/04/2020,7,4,2020,2,0.0,Curaçao,CW,CUW,163423,America
5748,06/04/2020,6,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5749,05/04/2020,5,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5750,04/04/2020,4,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5751,03/04/2020,3,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5752,02/04/2020,2,4,2020,0,0.0,Curaçao,CW,CUW,163423,America
5753,01/04/2020,1,4,2020,2,0.0,Curaçao,CW,CUW,163423,America
5754,30/03/2020,30,3,2020,1,0.0,Curaçao,CW,CUW,163423,America
5755,29/03/2020,29,3,2020,0,0.0,Curaçao,CW,CUW,163423,America
5756,28/03/2020,28,3,2020,1,0.0,Curaçao,CW,CUW,163423,America
5757,27/03/2020,27,3,2020,1,0.0,Curaçao,CW,CUW,163423,America
5758,26/03/2020,26,3,2020,0,1.0,Curaçao,CW,CUW,163423,America
5759,24/03/2020,24,3,2020,3,0.0,Curaçao,CW,CUW,163423,America
5760,20/03/2020,20,3,2020,2,0.0,Curaçao,CW,CUW,163423,America
5761,13/03/2020,13,3,2020,1,0.0,Curaçao,CW,CUW,163423,America
5762,20/06/2020,20,6,2020,0,0.0,Cyprus,CY,CYP,875899,Europe
5763,19/06/2020,19,6,2020,0,1.0,Cyprus,CY,CYP,875899,Europe
5764,18/06/2020,18,6,2020,0,0.0,Cyprus,CY,CYP,875899,Europe
5765,17/06/2020,17,6,2020,0,0.0,Cyprus,CY,CYP,875899,Europe
5766,16/06/2020,16,6,2020,2,0.0,Cyprus,CY,CYP,875899,Europe
5767,15/06/2020,15,6,2020,3,0.0,Cyprus,CY,CYP,875899,Europe
5768,14/06/2020,14,6,2020,0,0.0,Cyprus,CY,CYP,875899,Europe
5769,13/06/2020,13,6,2020,5,0.0,Cyprus,CY,CYP,875899,Europe
5770,12/06/2020,12,6,2020,1,0.0,Cyprus,CY,CYP,875899,Europe
5771,11/06/2020,11,6,2020,2,0.0,Cyprus,CY,CYP,875899,Europe
5772,10/06/2020,10,6,2020,2,0.0,Cyprus,CY,CYP,875899,Europe
5773,09/06/2020,9,6,2020,6,0.0,Cyprus,CY,CYP,875899,Europe
5774,08/06/2020,8,6,2020,4,0.0,Cyprus,CY,CYP,875899,Europe
5775,07/06/2020,7,6,2020,0,1.0,Cyprus,CY,CYP,875899,Europe
5776,06/06/2020,6,6,2020,2,0.0,Cyprus,CY,CYP,875899,Europe
5777,05/06/2020,5,6,2020,0,0.0,Cyprus,CY,CYP,875899,Europe
5778,04/06/2020,4,6,2020,6,0.0,Cyprus,CY,CYP,875899,Europe
5779,03/06/2020,3,6,2020,3,0.0,Cyprus,CY,CYP,875899,Europe
5780,02/06/2020,2,6,2020,5,0.0,Cyprus,CY,CYP,875899,Europe
5781,01/06/2020,1,6,2020,1,0.0,Cyprus,CY,CYP,875899,Europe
5782,31/05/2020,31,5,2020,2,0.0,Cyprus,CY,CYP,875899,Europe
5783,30/05/2020,30,5,2020,0,0.0,Cyprus,CY,CYP,875899,Europe
5784,29/05/2020,29,5,2020,2,0.0,Cyprus,CY,CYP,875899,Europe
5785,28/05/2020,28,5,2020,0,0.0,Cyprus,CY,CYP,875899,Europe
5786,27/05/2020,27,5,2020,2,0.0,Cyprus,CY,CYP,875899,Europe
5787,26/05/2020,26,5,2020,2,0.0,Cyprus,CY,CYP,875899,Europe
5788,25/05/2020,25,5,2020,8,0.0,Cyprus,CY,CYP,875899,Europe
5789,24/05/2020,24,5,2020,0,0.0,Cyprus,CY,CYP,875899,Europe
5790,23/05/2020,23,5,2020,4,0.0,Cyprus,CY,CYP,875899,Europe
5791,22/05/2020,22,5,2020,1,0.0,Cyprus,CY,CYP,875899,Europe
5792,21/05/2020,21,5,2020,4,0.0,Cyprus,CY,CYP,875899,Europe
5793,20/05/2020,20,5,2020,1,0.0,Cyprus,CY,CYP,875899,Europe
5794,19/05/2020,19,5,2020,1,0.0,Cyprus,CY,CYP,875899,Europe
5795,18/05/2020,18,5,2020,2,0.0,Cyprus,CY,CYP,875899,Europe
5796,17/05/2020,17,5,2020,4,0.0,Cyprus,CY,CYP,875899,Europe
5797,16/05/2020,16,5,2020,3,0.0,Cyprus,CY,CYP,875899,Europe
5798,15/05/2020,15,5,2020,2,0.0,Cyprus,CY,CYP,875899,Europe
5799,14/05/2020,14,5,2020,2,1.0,Cyprus,CY,CYP,875899,Europe
5800,13/05/2020,13,5,2020,2,0.0,Cyprus,CY,CYP,875899,Europe
5801,12/05/2020,12,5,2020,3,0.0,Cyprus,CY,CYP,875899,Europe
5802,11/05/2020,11,5,2020,6,1.0,Cyprus,CY,CYP,875899,Europe
5803,10/05/2020,10,5,2020,1,0.0,Cyprus,CY,CYP,875899,Europe
5804,09/05/2020,9,5,2020,2,0.0,Cyprus,CY,CYP,875899,Europe
5805,08/05/2020,8,5,2020,6,0.0,Cyprus,CY,CYP,875899,Europe
5806,07/05/2020,7,5,2020,5,0.0,Cyprus,CY,CYP,875899,Europe
5807,06/05/2020,6,5,2020,4,0.0,Cyprus,CY,CYP,875899,Europe
5808,05/05/2020,5,5,2020,2,0.0,Cyprus,CY,CYP,875899,Europe
5809,04/05/2020,4,5,2020,8,0.0,Cyprus,CY,CYP,875899,Europe
5810,03/05/2020,3,5,2020,7,0.0,Cyprus,CY,CYP,875899,Europe
5811,02/05/2020,2,5,2020,7,0.0,Cyprus,CY,CYP,875899,Europe
5812,01/05/2020,1,5,2020,7,0.0,Cyprus,CY,CYP,875899,Europe
5813,30/04/2020,30,4,2020,6,0.0,Cyprus,CY,CYP,875899,Europe
5814,29/04/2020,29,4,2020,15,0.0,Cyprus,CY,CYP,875899,Europe
5815,28/04/2020,28,4,2020,5,1.0,Cyprus,CY,CYP,875899,Europe
5816,27/04/2020,27,4,2020,7,0.0,Cyprus,CY,CYP,875899,Europe
5817,26/04/2020,26,4,2020,6,0.0,Cyprus,CY,CYP,875899,Europe
5818,25/04/2020,25,4,2020,9,0.0,Cyprus,CY,CYP,875899,Europe
5819,24/04/2020,24,4,2020,5,0.0,Cyprus,CY,CYP,875899,Europe
5820,23/04/2020,23,4,2020,6,2.0,Cyprus,CY,CYP,875899,Europe
5821,22/04/2020,22,4,2020,12,0.0,Cyprus,CY,CYP,875899,Europe
5822,21/04/2020,21,4,2020,5,0.0,Cyprus,CY,CYP,875899,Europe
5823,20/04/2020,20,4,2020,6,0.0,Cyprus,CY,CYP,875899,Europe
5824,19/04/2020,19,4,2020,26,0.0,Cyprus,CY,CYP,875899,Europe
5825,18/04/2020,18,4,2020,0,0.0,Cyprus,CY,CYP,875899,Europe
5826,17/04/2020,17,4,2020,20,0.0,Cyprus,CY,CYP,875899,Europe
5827,16/04/2020,16,4,2020,20,0.0,Cyprus,CY,CYP,875899,Europe
5828,15/04/2020,15,4,2020,33,0.0,Cyprus,CY,CYP,875899,Europe
5829,14/04/2020,14,4,2020,29,1.0,Cyprus,CY,CYP,875899,Europe
5830,13/04/2020,13,4,2020,17,1.0,Cyprus,CY,CYP,875899,Europe
5831,12/04/2020,12,4,2020,21,0.0,Cyprus,CY,CYP,875899,Europe
5832,11/04/2020,11,4,2020,31,0.0,Cyprus,CY,CYP,875899,Europe
5833,10/04/2020,10,4,2020,38,1.0,Cyprus,CY,CYP,875899,Europe
5834,09/04/2020,9,4,2020,32,0.0,Cyprus,CY,CYP,875899,Europe
5835,08/04/2020,8,4,2020,29,0.0,Cyprus,CY,CYP,875899,Europe
5836,07/04/2020,7,4,2020,19,0.0,Cyprus,CY,CYP,875899,Europe
5837,06/04/2020,6,4,2020,20,0.0,Cyprus,CY,CYP,875899,Europe
5838,05/04/2020,5,4,2020,30,0.0,Cyprus,CY,CYP,875899,Europe
5839,04/04/2020,4,4,2020,40,0.0,Cyprus,CY,CYP,875899,Europe
5840,03/04/2020,3,4,2020,36,0.0,Cyprus,CY,CYP,875899,Europe
5841,02/04/2020,2,4,2020,58,1.0,Cyprus,CY,CYP,875899,Europe
5842,01/04/2020,1,4,2020,32,1.0,Cyprus,CY,CYP,875899,Europe
5843,31/03/2020,31,3,2020,16,1.0,Cyprus,CY,CYP,875899,Europe
5844,30/03/2020,30,3,2020,35,1.0,Cyprus,CY,CYP,875899,Europe
5845,29/03/2020,29,3,2020,17,0.0,Cyprus,CY,CYP,875899,Europe
5846,28/03/2020,28,3,2020,16,2.0,Cyprus,CY,CYP,875899,Europe
5847,27/03/2020,27,3,2020,14,0.0,Cyprus,CY,CYP,875899,Europe
5848,26/03/2020,26,3,2020,8,0.0,Cyprus,CY,CYP,875899,Europe
5849,25/03/2020,25,3,2020,8,3.0,Cyprus,CY,CYP,875899,Europe
5850,24/03/2020,24,3,2020,21,0.0,Cyprus,CY,CYP,875899,Europe
5851,23/03/2020,23,3,2020,11,0.0,Cyprus,CY,CYP,875899,Europe
5852,22/03/2020,22,3,2020,17,0.0,Cyprus,CY,CYP,875899,Europe
5853,21/03/2020,21,3,2020,9,0.0,Cyprus,CY,CYP,875899,Europe
5854,20/03/2020,20,3,2020,0,0.0,Cyprus,CY,CYP,875899,Europe
5855,19/03/2020,19,3,2020,18,0.0,Cyprus,CY,CYP,875899,Europe
5856,18/03/2020,18,3,2020,0,0.0,Cyprus,CY,CYP,875899,Europe
5857,17/03/2020,17,3,2020,10,0.0,Cyprus,CY,CYP,875899,Europe
5858,16/03/2020,16,3,2020,9,0.0,Cyprus,CY,CYP,875899,Europe
5859,15/03/2020,15,3,2020,7,0.0,Cyprus,CY,CYP,875899,Europe
5860,14/03/2020,14,3,2020,8,0.0,Cyprus,CY,CYP,875899,Europe
5861,12/03/2020,12,3,2020,4,0.0,Cyprus,CY,CYP,875899,Europe
5862,10/03/2020,10,3,2020,2,0.0,Cyprus,CY,CYP,875899,Europe
5863,20/06/2020,20,6,2020,230,1.0,Czechia,CZ,CZE,10649800,Europe
5864,19/06/2020,19,6,2020,68,1.0,Czechia,CZ,CZE,10649800,Europe
5865,18/06/2020,18,6,2020,51,2.0,Czechia,CZ,CZE,10649800,Europe
5866,17/06/2020,17,6,2020,47,1.0,Czechia,CZ,CZE,10649800,Europe
5867,16/06/2020,16,6,2020,40,1.0,Czechia,CZ,CZE,10649800,Europe
5868,15/06/2020,15,6,2020,33,0.0,Czechia,CZ,CZE,10649800,Europe
5869,14/06/2020,14,6,2020,53,0.0,Czechia,CZ,CZE,10649800,Europe
5870,13/06/2020,13,6,2020,52,0.0,Czechia,CZ,CZE,10649800,Europe
5871,12/06/2020,12,6,2020,62,1.0,Czechia,CZ,CZE,10649800,Europe
5872,11/06/2020,11,6,2020,73,0.0,Czechia,CZ,CZE,10649800,Europe
5873,10/06/2020,10,6,2020,54,0.0,Czechia,CZ,CZE,10649800,Europe
5874,09/06/2020,9,6,2020,69,1.0,Czechia,CZ,CZE,10649800,Europe
5875,08/06/2020,8,6,2020,61,0.0,Czechia,CZ,CZE,10649800,Europe
5876,07/06/2020,7,6,2020,38,0.0,Czechia,CZ,CZE,10649800,Europe
5877,06/06/2020,6,6,2020,35,1.0,Czechia,CZ,CZE,10649800,Europe
5878,05/06/2020,5,6,2020,56,2.0,Czechia,CZ,CZE,10649800,Europe
5879,04/06/2020,4,6,2020,74,1.0,Czechia,CZ,CZE,10649800,Europe
5880,03/06/2020,3,6,2020,62,2.0,Czechia,CZ,CZE,10649800,Europe
5881,02/06/2020,2,6,2020,29,1.0,Czechia,CZ,CZE,10649800,Europe
5882,01/06/2020,1,6,2020,43,1.0,Czechia,CZ,CZE,10649800,Europe
5883,31/05/2020,31,5,2020,34,0.0,Czechia,CZ,CZE,10649800,Europe
5884,30/05/2020,30,5,2020,56,0.0,Czechia,CZ,CZE,10649800,Europe
5885,29/05/2020,29,5,2020,54,2.0,Czechia,CZ,CZE,10649800,Europe
5886,28/05/2020,28,5,2020,36,0.0,Czechia,CZ,CZE,10649800,Europe
5887,27/05/2020,27,5,2020,46,0.0,Czechia,CZ,CZE,10649800,Europe
5888,26/05/2020,26,5,2020,47,2.0,Czechia,CZ,CZE,10649800,Europe
5889,25/05/2020,25,5,2020,67,1.0,Czechia,CZ,CZE,10649800,Europe
5890,24/05/2020,24,5,2020,77,2.0,Czechia,CZ,CZE,10649800,Europe
5891,23/05/2020,23,5,2020,59,6.0,Czechia,CZ,CZE,10649800,Europe
5892,22/05/2020,22,5,2020,33,2.0,Czechia,CZ,CZE,10649800,Europe
5893,21/05/2020,21,5,2020,74,2.0,Czechia,CZ,CZE,10649800,Europe
5894,20/05/2020,20,5,2020,61,5.0,Czechia,CZ,CZE,10649800,Europe
5895,19/05/2020,19,5,2020,111,0.0,Czechia,CZ,CZE,10649800,Europe
5896,18/05/2020,18,5,2020,20,1.0,Czechia,CZ,CZE,10649800,Europe
5897,17/05/2020,17,5,2020,49,1.0,Czechia,CZ,CZE,10649800,Europe
5898,16/05/2020,16,5,2020,55,2.0,Czechia,CZ,CZE,10649800,Europe
5899,15/05/2020,15,5,2020,82,3.0,Czechia,CZ,CZE,10649800,Europe
5900,14/05/2020,14,5,2020,48,7.0,Czechia,CZ,CZE,10649800,Europe
